id	filename	md5	size	state
f51ce896-53bf-4f3b-ac5f-a499b84a7add	23aeef43-0657-45f1-835e-52a829f0bea2.rna_seq.augmented_star_gene_counts.tsv	ae9ee229e726c01cdef1606a0e956f1e	4227595	released
475fdbbb-3d3a-4d56-8d0e-34dfb8cb6346	5f74c5cb-1127-4a5c-975e-58e5abc4db03.rna_seq.augmented_star_gene_counts.tsv	a2401a616eb79a13863b6f1b63d0d7ed	4242000	released
77819b24-ea90-427b-8a99-c9a90417c903	b307f8c5-d21f-42ae-9771-07126d58999e.rna_seq.augmented_star_gene_counts.tsv	17ef1ace139348ed26e624c75141db31	4256327	released
3e752bb7-c91d-46f8-ba39-a40e26357b4d	32dd8db9-1e43-497e-a35a-664d7d15ed60.rna_seq.augmented_star_gene_counts.tsv	ea16407248bc5498807d4a096f857771	4248639	released
65b91a69-f98e-49b5-8f87-667dd0aeafdf	9c92bdc5-8b9b-4843-82a4-2fa6ee4d40a3.rna_seq.augmented_star_gene_counts.tsv	51f33d209baeefcd45088777641baf87	4256372	released
55831884-c907-457d-bb2c-7c7b3f7c4cd1	c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	e198516b3361c40dec102e1e65bacffb	4237695	released
a4377fa6-f7e2-4289-ac2d-3cc87b6cc289	6d614e24-5a82-409e-bb6e-c52c5f53efd5.rna_seq.augmented_star_gene_counts.tsv	fffb0a4695113dc538e9d0b825c4f5e3	4235819	released
eb29ba2f-e237-403c-ab72-a5dfae705b05	1f71e82c-0781-4d19-bc26-6c3c176827c5.rna_seq.augmented_star_gene_counts.tsv	0034eb6ad4b9ec6366c326ac93ce4fb7	4251532	released
85c794c1-3fd0-4a10-a613-9db7eff3c78f	2f03d42e-9735-4edb-87d9-ec443b7801a5.rna_seq.augmented_star_gene_counts.tsv	0cca0b7b820d604efba1b44160f95826	4215638	released
a0fce6cc-a525-4970-82b7-8512bb0708b3	7d9c7c34-76e0-4622-b5f7-60e12f6d4e07.rna_seq.augmented_star_gene_counts.tsv	15cec03c65ac24e7da940cd4b9f99219	4252453	released
a4b8b2f2-6a56-4999-bd95-c2c8e4aa3bd0	5c5dec6e-b6ee-44af-a42e-485bdf54bde4.rna_seq.augmented_star_gene_counts.tsv	0b69a90b362e7d9bdf2019a5b0ee9f09	4224243	released
cce2b6af-bff9-4ad0-805d-b32aa6fae985	98a4b8cc-fd54-454c-adcd-6fe9ae159a3b.rna_seq.augmented_star_gene_counts.tsv	9085784f862f100407194d1c8cd177b9	4233398	released
6c66987a-38f6-4125-8ac1-aa55921fcc26	f77f77e1-073c-4f6a-bc48-1ba165ecc024.rna_seq.augmented_star_gene_counts.tsv	350a2f170bf1813048d9831ce0acb2d1	4233750	released
3c0ce8a7-a730-4f1a-9e03-335b3e36849b	e2f47d3a-0e1a-47cb-a53f-697e2a3cb89b.rna_seq.augmented_star_gene_counts.tsv	809235e19457da6800281acc0056037e	4244887	released
45d4b468-9089-46fd-8b5e-ad80a5148abd	6e2e3178-73ad-4590-a56b-bb7fd9984acd.rna_seq.augmented_star_gene_counts.tsv	793334bac3ad933f56e75de2b5cccf81	4251058	released
2bf191f1-b880-427e-996c-0e75df13d738	33e0a8b2-3e7e-46da-b5ef-76463308d3b9.rna_seq.augmented_star_gene_counts.tsv	ef0b2d0588b1848278ab06a7ef22b37d	4249593	released
ce886e9b-2167-486f-8d8a-d4fec39d86c9	8a44c8a0-142b-48bb-9809-69914811bacc.rna_seq.augmented_star_gene_counts.tsv	f69b8a27e433a9bd6ea09a17037bf287	4229964	released
52363b7b-f157-4fbe-8388-169b6152c9fe	655b5152-d150-4b2a-b7cc-ef70dc0b2256.rna_seq.augmented_star_gene_counts.tsv	9b7b008eedede6079972ef9bd66aacd9	4250387	released
f0890456-1013-4e8a-9132-f05e2a1be5f2	00d461ae-a1d8-42f2-abd8-5e159363d857.rna_seq.augmented_star_gene_counts.tsv	d15fe4f1d7744375a26bac23ce1a5c56	4236555	released
d7439e19-2ab4-4209-9628-16e6ae6bc11e	962d56c6-0e10-4b55-9c4d-dbb89c983d74.rna_seq.augmented_star_gene_counts.tsv	cfa36bedea4886b805883560fdff08ff	4226345	released
5d65e761-0cb3-4e52-b14f-79be5850dba4	8f55fdd2-25cb-40dc-809e-2ddbdadd34c3.rna_seq.augmented_star_gene_counts.tsv	47308b789132644ae650f8677cc4642f	4251316	released
bd820f5e-c8fd-4af5-b81c-2c51715cd759	12beb3ab-f6e1-42b0-af74-1a8cbb3416c0.rna_seq.augmented_star_gene_counts.tsv	30ae0fb3e98b58ff708905810f4ee66d	4234562	released
0f37f5ba-3582-4c61-8c70-bf9b0ede6e71	2276a330-e86b-46e1-be45-ae41d217ef66.rna_seq.augmented_star_gene_counts.tsv	a9560eb9da63cad136a7c1a21a3a743d	4246181	released
